32561,bloquerDistr.sh,20181128125732,20181128125841,00:01:09
374,ts_analyse.sh,20181128125750,20181128125905,00:01:15
611,ts_analyseDistr.sh,20181128125757,20181128130143,00:03:46
931,ts_analyse.sh,20181128125835,20181128125948,00:01:13
1215,ts_analyseDistr.sh,20181128125854,20181128130125,00:02:31
1542,ts_analyse.sh,20181128125929,20181128130042,00:01:13
1952,bloquerDistr.sh,20181128130035,20181128130139,00:01:04
2591,ts_analyseDistr.sh,20181128130143,20181128130310,00:01:27
2991,ts_delPgm.sh,20181128130311,20181128130311,00:00:00
3064,ts_analyse.sh,20181128130523,20181128130721,00:01:58
3244,bloquerDistr.sh,20181128130525,20181128131113,00:05:48
3572,bloquerDistr.sh,20181128130647,20181128131227,00:05:40
3911,bloquerDistr.sh,20181128130747,20181128131231,00:04:44
4121,bloquerDistr.sh,20181128130800,20181128131242,00:04:42
4484,bloquerDistr.sh,20181128130859,20181128131258,00:03:59
4733,ts_analyse.sh,20181128130916,20181128131301,00:03:45
5042,ts_analyse.sh,20181128130955,20181128131256,00:03:01
5286,bloquerDistr.sh,20181128131018,20181128131316,00:02:58
5684,ts_delPgm.sh,20181128131102,20181128131102,00:00:00
5788,ts_analyseDistr.sh,20181128131117,20181128132743,00:16:26
6021,ts_analyse.sh,20181128131144,20181128131315,00:01:31
6319,ts_delPgm.sh,20181128131220,20181128131220,00:00:00
6411,ts_analyse.sh,20181128131227,20181128131339,00:01:12
6691,ts_analyseDistr.sh,20181128131238,20181128131629,00:03:51
6790,ts_analyseDistr.sh,20181128131239,20181128131440,00:02:01
7156,ts_analyseDistr.sh,20181128131252,20181128131513,00:02:21
7460,ts_analyse.sh,20181128131303,20181128131435,00:01:32
7660,ts_analyseDistr.sh,20181128131307,20181128131511,00:02:04
8004,ts_analyseDistr.sh,20181128131325,20181128131638,00:03:13
8246,ts_analyse.sh,20181128131340,20181128131550,00:02:10
8541,bloquerDistr.sh,20181128131404,20181128131859,00:04:55
8746,bloquerDistr.sh,20181128131416,20181128132105,00:06:49
8912,bloquerDistr.sh,20181128131426,20181128131629,00:02:03
9078,bloquerDistr.sh,20181128131434,20181128131655,00:02:21
9112,ts_analyse.sh,20181128131435,20181128131612,00:01:37
9759,ts_delPgm.sh,20181128131458,20181128131500,00:00:02
10206,ts_analyse.sh,20181128131530,20181128131604,00:00:34
10986,ts_analyse.sh,20181128131619,20181128131807,00:01:48
11339,ts_analyseDistr.sh,20181128131633,20181128131903,00:02:30
11724,ts_analyse.sh,20181128131704,20181128131820,00:01:16
11928,ts_analyseDistr.sh,20181128131711,20181128131939,00:02:28
12052,bloquerDistr.sh,20181128131714,20181128131912,00:01:58
12435,ts_analyse.sh,20181128131740,20181128131755,00:00:15
13064,ts_analyse.sh,20181128131822,20181128132120,00:02:58
13349,bloquerDistr.sh,20181128131837,20181128132151,00:03:14
14034,ts_analyseDistr.sh,20181128131909,20181128132225,00:03:16
14184,ts_delPgm.sh,20181128131913,20181128131915,00:00:02
14230,ts_delPgm.sh,20181128131918,20181128131918,00:00:00
